,X,Y
0,0.6595801783858203,-0.5000134762492487
1,0.9238554667711781,-0.27634647983094673
2,0.8975579311978058,-0.9629359888215282
3,0.8415885837309078,-0.908462200280382
4,0.020079634519351575,-0.30290876547751094
5,0.7721729974167392,-1.2138671575788695
6,0.35522010763681133,1.110227572643633
7,0.2901618492051674,1.0215943108135757
8,0.356907752559666,0.9406273051957739
9,0.8463220195359235,-0.777597167772498
10,0.5764896581276436,0.05135891843144896
11,0.3001987897997369,0.950797829096509
12,0.48838314766610125,-0.4936928047165768
13,0.10686205733570542,0.6474436237056737
14,0.8886138400442534,-0.8491181101841381
15,0.13927064881104068,0.8049496218770072
16,0.3676194493941157,0.4051176957127876
17,0.9303834409493053,-0.313994275298471
18,0.1352032667086226,0.7081397645638258
19,0.025291240966964113,0.6744007594922254
20,0.34736993380691794,1.1296848178108132
21,0.7701755867974743,-0.7348809081892399
22,0.9760277658988076,-0.08796397336387221
23,0.8410962816652534,-0.7454376315898509
24,0.2276876867350156,0.6426905261814296
25,0.7241433747681021,-0.911050186714436
26,0.12721004113956802,1.190400881911358
27,0.8325399734690396,-0.7112564386118244
28,0.8181011540623437,-0.4356244787984238
29,0.9423779317506433,-0.7553204489644246
30,0.11504990804592297,0.8789315999576242
31,0.878664976569296,-0.3751170189411139
32,0.9075515781206366,-0.3310342189518195
33,0.426907399289726,0.5454067244663756
34,0.762907525266417,-1.1168607609642136
35,0.47343999354242294,-0.023144956305095832
36,0.11077618196286998,1.5960292262068971
37,0.11190118277160932,1.0010527930344995
38,0.821853880718738,-1.6618875995403113
39,0.689308617695998,-1.0284918911788217
40,0.03475120554653677,0.46627327864170426
41,0.06748398041747072,0.05878782220522916
42,0.4525900685586247,0.5943843660435406
43,0.34524184452928197,0.9094654694866924
44,0.0792389848618521,0.2545347198002734
45,0.7963977777214885,-1.4450158669063464
46,0.35292216967594203,0.9124677027186463
47,0.1910724241777021,0.8175184884660972
48,0.5761903505084125,-0.30753266940593893
49,0.1813966376449455,0.8695498701053619
50,0.25964155883745466,0.6690536471321366
51,0.7856377713937946,-0.9617782387849234
52,0.7423479479061381,-0.7512647635096821
53,0.9221062672538144,-0.6515474518893613
54,0.19116819846246813,0.8754450687390816
55,0.28035397912175075,1.5141648969587826
56,0.7708531376588754,-1.7181799045348456
57,0.9917089016199706,-0.42163125120683276
58,0.37865142933957263,-0.15891590291005775
59,0.4423768568804537,0.8447629840023295
60,0.649121294246125,-0.5096512603625567
61,0.019338343916685652,0.056108292346371116
62,0.011455937891447832,0.011473917719753889
63,0.10694589270610699,0.480862917762258
64,0.8316903744623003,-0.6108584688955159
65,0.5430271660908913,-0.32705524722737855
66,0.6370270876234052,-0.4989324752634224
67,0.978486052780336,0.33940979247306885
68,0.2468073462122654,0.796003588395437
69,0.5750489626611555,-0.5229392393435521
70,0.86208174559026,-0.21154818093842154
71,0.06834514859997287,0.005631410983659935
72,0.5243244987939127,-0.03920459284492399
73,0.11287445752247993,0.6975338815653246
74,0.7067968700568764,-0.6643816077238924
75,0.7471906406681182,-0.9943548488430601
76,0.44295532351648603,0.11005743427796602
77,0.11541711755738526,0.30958010305800654
78,0.9828853233118154,-0.41389753796297357
79,0.9683071625546615,-0.5144119327019996
80,0.1917960303500471,0.7525355566907157
81,0.6913790800814037,-0.9280313313522258
82,0.9517036339637936,-0.44938398118034445
83,0.5123449564968462,-0.48346207351551934
84,0.7439116810974767,-1.6987536933525962
85,0.2815530104422983,0.9294966778293516
86,0.36717377288179487,1.0150033415593518
87,0.9622234823976842,0.2759043464328528
88,0.07701151960952812,0.2615726564091596
89,0.8008820459266452,-0.7900914174736493
90,0.360508919307027,0.43160360706525014
91,0.8804478492651517,-0.500767437407645
92,0.9067530427340524,-0.6108989243174181
93,0.8876860483490341,-0.741709198046162
