X,Y
0.48934385754718324,-0.6418255752021612
0.778812527678865,-1.1746880624835925
0.7829774633452594,-0.6404749556453158
0.4298103041664155,-0.015729532268030144
0.7937868683787961,-0.914516892022973
0.09827807107371633,0.90887969479131
0.9049313528241931,-1.494076975107009
0.964627318365852,-0.3529619817913391
0.13873741885016477,1.139094397300327
0.6272187838120477,-0.845434110349668
0.4409003463401965,0.10529188977676546
0.345379273640382,0.28784801600577903
0.480382266421963,0.05022188311693894
0.7966057663420881,-1.1167478159581223
0.42713479716759706,0.4697126499307116
0.8917589310980009,-0.2418304775716505
0.6677734684764911,-0.8648573092295085
0.42529512024025484,0.47613174702428196
0.7455077783238905,-1.0712637159103802
0.024547031388999607,-0.20390963348036711
0.10712736078610707,0.7268423745922341
0.7711810628356979,-0.7258121250551434
0.22396324918583688,0.7002109959399511
0.9439230803861544,-0.6074704313866741
0.7558287444222658,-0.7178205312384647
0.7002370287300684,-1.0183503345876999
0.05025389817252879,0.5685651709102046
0.12073863602480595,1.0985981064797326
0.36873049502122146,0.7420975637577885
0.5440076589864259,-0.7226609992770563
0.6432166880592122,-0.7860982393884558
0.941685910059719,-0.875384591760324
0.9269906077257076,-0.46425135517750016
0.9169648781501769,-0.5835389362623339
0.8995407013150654,-0.8346752345428784
0.6665380808110161,-0.757382036762373
0.7835284292655407,-0.8166176276723882
0.9131349337776862,-0.6903597182221142
0.005301187312872657,-0.06550264042856191
0.9518129929395546,-0.8484217761168528
0.6227997922420149,-0.40432542713566094
0.4208108238789353,0.7560847902316908
0.7047250062232736,-0.8614175758892859
0.9419020970900557,0.3284047941769283
0.20330323204842193,0.9064784512680552
0.2916831211077684,0.5226632274048822
0.8679283430076203,-0.9720462205896714
0.7531162436002058,-0.9011614744330881
0.5906065599586455,-0.28064451540832186
0.4583835621504305,-0.16070143688890637
0.2391717485722623,1.268847262497437
0.8154218125647188,-1.0536547126920852
0.21877633458857104,0.47592868851681847
0.15725299488657607,1.014921224208516
0.09306463216027383,0.9516292699665236
0.3307585995494414,1.4138353924491036
0.4687647548588978,-0.06649503150097594
0.23729039684735953,1.3024554443554426
0.08318883535700738,0.8463559339864573
0.646372098302493,-0.5232826733961451
0.4460015460539932,-0.24725882321017556
0.5380633167958939,-0.7439826912496224
0.07325619753781254,0.6777055416689631
0.9456378403067162,-0.10670646147141705
0.3102701969391751,0.7458999567624629
0.4192973306467379,0.8274805567592753
0.9903892576749159,0.19405821483370309
0.9586547171436105,0.30119656958492985
0.9775133403648362,0.02177809603256911
0.9035475750391709,-0.7160493072095522
0.8992351838877202,-0.7813925180713136
0.4372586997648735,0.46330923429051857
0.8841908815303197,-0.9872612757055456
0.6765030958069974,-0.7308054235548036
0.14401729012354325,0.8595254684210449
0.07389040802797342,0.5705295560332886
0.10196734499013294,0.551069849377341
0.15781888897102336,0.5189428223181349
0.1347999928953636,0.8954842277902136
0.26337555588538564,0.4427930966028064
